val_loss,eff,pur,current_lr,epoch,step,train_loss
0.009993983432650566,0.015024028718471527,0.00018208654364570975,0.00012500002048909664,0,79,
,,,,0,79,0.015331913717091084
0.00998635496944189,0.011905595660209656,0.0001442928332835436,0.0002500000409781933,1,159,
,,,,1,159,0.010913905687630177
0.009996889159083366,0.00791776180267334,9.593337745172903e-05,0.00037499997415579855,2,239,
,,,,2,239,0.010275335982441902
0.0099983224645257,0.007528454530984163,9.121106268139556e-05,0.00034999995841644704,3,319,
,,,,3,319,0.01009888295084238
0.009998967871069908,0.00839735846966505,0.00010174465569434687,0.0006249999860301614,4,399,
,,,,4,399,0.010100973770022392
0.009997718967497349,0.007569413632154465,9.170788689516485e-05,0.0007499999483115971,5,479,
,,,,5,479,0.010008750483393669
0.009997416287660599,0.0075530242174863815,9.150941332336515e-05,0.0008750000852160156,6,559,
,,,,6,559,0.010002139024436474
0.009998421184718609,0.007544857915490866,9.140968904830515e-05,0.0006999999168328941,7,639,
,,,,7,639,0.010085041634738445
0.009998578578233719,0.00754485884681344,9.140958718489856e-05,0.0006999999168328941,8,719,
,,,,8,719,0.01000188197940588
0.009996109642088413,0.007921942509710789,9.597955795470625e-05,0.0006999999168328941,9,799,
,,,,9,799,0.010004919022321701
0.009999079629778862,0.007528454530984163,9.12107207113877e-05,0.0006999999168328941,10,879,
,,,,10,879,0.010014068335294724
0.009999069385230541,0.007528454530984163,9.12107207113877e-05,0.0004900000640191138,11,959,
,,,,11,959,0.010000050999224186
0.009999069385230541,0.007528454530984163,9.12107207113877e-05,0.0004900000640191138,12,1039,
,,,,12,1039,0.01000005379319191
0.009999078698456287,0.007528454530984163,9.12107207113877e-05,0.0004900000640191138,13,1119,
,,,,13,1119,0.010000068694353104
0.009999043308198452,0.007528454530984163,9.121073526330292e-05,0.0004900000640191138,14,1199,
,,,,14,1199,0.01000007800757885
0.009999042376875877,0.007528454530984163,9.121074253926054e-05,0.0003429999924264848,15,1279,
,,,,15,1279,0.010000084526836872
0.009999042376875877,0.007528454530984163,9.121074253926054e-05,0.0003429999924264848,16,1359,
,,,,16,1359,0.010000094771385193
0.009999033063650131,0.007528454530984163,9.121074253926054e-05,0.0003429999924264848,17,1439,
,,,,17,1439,0.010000086389482021
0.009999042376875877,0.007528454530984163,9.121074253926054e-05,0.0003429999924264848,18,1519,
,,,,18,1519,0.010000135749578476
0.009998979978263378,0.007528454530984163,9.121077164309099e-05,0.00024009999469853938,19,1599,
,,,,19,1599,0.010000227019190788
