val_loss,eff,pur,current_lr,epoch,step,train_loss
0.008541289716959,0.05762561038136482,0.0058027757331728935,0.00012500002048909664,0,79,
,,,,0,79,0.9927640557289124
0.007591951638460159,0.054615363478660583,0.0065835886634886265,0.0002500000409781933,1,159,
,,,,1,159,0.8260156512260437
0.007212650962173939,0.05269588530063629,0.006745439022779465,0.00037499997415579855,2,239,
,,,,2,239,0.8140455484390259
0.006921856198459864,0.05052910000085831,0.007204484660178423,0.00034999995841644704,3,319,
,,,,3,319,0.8253056406974792
0.006912705954164267,0.0503292940557003,0.007208163384348154,0.0006249999860301614,4,399,
,,,,4,399,0.8269878029823303
0.006915874779224396,0.05065247416496277,0.007253238931298256,0.0007499999483115971,5,479,
,,,,5,479,0.826572060585022
0.006927759386599064,0.04993494972586632,0.007177602034062147,0.0008750000852160156,6,559,
,,,,6,559,0.8268213868141174
0.006924095097929239,0.05029163509607315,0.0072307768277823925,0.0006999999168328941,7,639,
,,,,7,639,0.826876163482666
0.006922396365553141,0.050324779003858566,0.007239514030516148,0.0006999999168328941,8,719,
,,,,8,719,0.8267911076545715
0.0069223735481500626,0.050099458545446396,0.007195009384304285,0.0006999999168328941,9,799,
,,,,9,799,0.8269684910774231
0.006929860915988684,0.050091031938791275,0.007209826726466417,0.0006999999168328941,10,879,
,,,,10,879,0.8269866704940796
0.006909128278493881,0.050177253782749176,0.007204218301922083,0.0004900000640191138,11,959,
,,,,11,959,0.8271563649177551
0.00740782730281353,0.060521192848682404,0.00615002540871501,0.0004900000640191138,12,1039,
,,,,12,1039,0.7430204153060913
0.0073896776884794235,0.05919266119599342,0.006058379542082548,0.0004900000640191138,13,1119,
,,,,13,1119,0.7137916684150696
0.007386741694062948,0.059312328696250916,0.006068127229809761,0.0004900000640191138,14,1199,
,,,,14,1199,0.7134507894515991
0.007388003636151552,0.05900479108095169,0.006054796744138002,0.0003429999924264848,15,1279,
,,,,15,1279,0.7132892608642578
0.007391613442450762,0.059283893555402756,0.006056580226868391,0.0003429999924264848,16,1359,
,,,,16,1359,0.7134232521057129
0.007395290303975344,0.05926312133669853,0.006068438291549683,0.0003429999924264848,17,1439,
,,,,17,1439,0.7137453556060791
0.00739691685885191,0.05952543020248413,0.006078819744288921,0.0003429999924264848,18,1519,
,,,,18,1519,0.7136073112487793
0.007406014483422041,0.059390030801296234,0.006072297226637602,0.00024009999469853938,19,1599,
,,,,19,1599,0.7135872840881348
0.007402944378554821,0.05933302640914917,0.006046881899237633,0.00024009999469853938,20,1679,
,,,,20,1679,0.7136818766593933
0.0073991562239825726,0.05949215963482857,0.006062438245862722,0.00024009999469853938,21,1759,
,,,,21,1759,0.7134131193161011
0.007391097955405712,0.05959472805261612,0.0060662515461444855,0.00024009999469853938,22,1839,
,,,,22,1839,0.7137447595596313
0.007381705567240715,0.05986518785357475,0.006117474287748337,0.00016806999337859452,23,1919,
,,,,23,1919,0.713784396648407
0.0073897941038012505,0.059812240302562714,0.006092121824622154,0.00016806999337859452,24,1999,
,,,,24,1999,0.713657021522522
0.007390015758574009,0.05998849496245384,0.006112877279520035,0.00016806999337859452,25,2079,
,,,,25,2079,0.7133867144584656
0.0073920260183513165,0.05954154580831528,0.006081588566303253,0.00016806999337859452,26,2159,
,,,,26,2159,0.7136033773422241
0.0073974174447357655,0.060094837099313736,0.0061345649883151054,0.00011764899682020769,27,2239,
,,,,27,2239,0.7134244441986084
0.007391067687422037,0.06020548567175865,0.006142616271972656,0.00011764899682020769,28,2319,
,,,,28,2319,0.713529646396637
0.007382078096270561,0.05984878912568092,0.006114127580076456,0.00011764899682020769,29,2399,
,,,,29,2399,0.7134571671485901
