val_loss,eff,pur,current_lr,epoch,step,train_loss
0.005368113052099943,0.09378525614738464,0.018606387078762054,0.00012500002048909664,0,79,
,,,,0,79,0.6888586282730103
0.005346106830984354,0.0949205830693245,0.018572356551885605,0.0002500000409781933,1,159,
,,,,1,159,0.6416390538215637
0.005301695317029953,0.09597371518611908,0.01895749382674694,0.00037499997415579855,2,239,
,,,,2,239,0.6291417479515076
0.005273934453725815,0.09696123003959656,0.019418714568018913,0.00034999995841644704,3,319,
,,,,3,319,0.6172553300857544
0.005220011342316866,0.09677274525165558,0.01965004950761795,0.0006249999860301614,4,399,
,,,,4,399,0.6058522462844849
0.00526712229475379,0.09689594060182571,0.019718041643500328,0.0007499999483115971,5,479,
,,,,5,479,0.5924037098884583
0.0052680522203445435,0.09719311445951462,0.019186219200491905,0.0008750000852160156,6,559,
,,,,6,559,0.5789559483528137
0.0051516760140657425,0.10018760710954666,0.020155640318989754,0.0006999999168328941,7,639,
,,,,7,639,0.5630396008491516
0.0051646726205945015,0.10185447335243225,0.02013554237782955,0.0006999999168328941,8,719,
,,,,8,719,0.5477964878082275
0.005149688106030226,0.10328508168458939,0.01995970867574215,0.0006999999168328941,9,799,
,,,,9,799,0.5367135405540466
0.005131144542247057,0.10471119731664658,0.02041303925216198,0.0006999999168328941,10,879,
,,,,10,879,0.5257093906402588
0.005126030649989843,0.10744959115982056,0.02082158625125885,0.0004900000640191138,11,959,
,,,,11,959,0.5149769186973572
0.005101474933326244,0.10812558978796005,0.020680390298366547,0.0004900000640191138,12,1039,
,,,,12,1039,0.505355954170227
0.004478380084037781,0.14475171267986298,0.01120904553681612,0.0004900000640191138,13,1119,
,,,,13,1119,0.5085082054138184
0.004456768743693829,0.14015738666057587,0.011507135815918446,0.0004900000640191138,14,1199,
,,,,14,1199,0.533936619758606
0.004462897777557373,0.13998015224933624,0.01149662584066391,0.0003429999924264848,15,1279,
,,,,15,1279,0.5336844325065613
0.004461356438696384,0.14037762582302094,0.011532142758369446,0.0003429999924264848,16,1359,
,,,,16,1359,0.5338432788848877
0.0044608707539737225,0.14069393277168274,0.011555085889995098,0.0003429999924264848,17,1439,
,,,,17,1439,0.5337057709693909
0.004457747098058462,0.1401691436767578,0.011518177576363087,0.0003429999924264848,18,1519,
,,,,18,1519,0.5337383151054382
0.00445892009884119,0.14041876792907715,0.011540664359927177,0.00024009999469853938,19,1599,
,,,,19,1599,0.5337519645690918
0.004460733383893967,0.14037366211414337,0.011521276086568832,0.00024009999469853938,20,1679,
,,,,20,1679,0.533841073513031
0.004458457697182894,0.14034874737262726,0.011534431017935276,0.00024009999469853938,21,1759,
,,,,21,1759,0.5337886810302734
0.004455406218767166,0.14103372395038605,0.01156596839427948,0.00024009999469853938,22,1839,
,,,,22,1839,0.5339019298553467
0.004456171300262213,0.1408248096704483,0.011554530821740627,0.00016806999337859452,23,1919,
,,,,23,1919,0.533819854259491
0.004457459785044193,0.14075882732868195,0.01155252754688263,0.00016806999337859452,24,1999,
,,,,24,1999,0.5339069962501526
0.00445906538516283,0.1403377652168274,0.011516891419887543,0.00016806999337859452,25,2079,
,,,,25,2079,0.5338385701179504
0.004455198999494314,0.1407797634601593,0.011546630412340164,0.00016806999337859452,26,2159,
,,,,26,2159,0.5339444279670715
0.004455063492059708,0.14077194035053253,0.011557621881365776,0.00011764899682020769,27,2239,
,,,,27,2239,0.5339407324790955
0.0044538103975355625,0.14020994305610657,0.011510142125189304,0.00011764899682020769,28,2319,
,,,,28,2319,0.5338467359542847
0.004454261623322964,0.14016498625278473,0.011509934440255165,0.00011764899682020769,29,2399,
,,,,29,2399,0.5339650511741638
